code,nom,groupe,sous_groupe,energie_kcal,proteines,glucides,lipides,fibres,sucres,eau,calcium,cuivre,fer,iode,magnesium,manganese,phosphore,potassium,selenium,sodium,zinc,retinol,beta_carotene,vitamine_D,vitamine_E,vitamine_K1,vitamine_K2,vitamine_C,vitamine_B1,vitamine_B2,vitamine_B3,vitamine_B5,vitamine_B6,vitamine_B9,vitamine_B12
17220,Huile de noix,matières grasses,huiles et graisses végétales,900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.008,0.0,1.81,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17270,Huile d'olive vierge extra,matières grasses,huiles et graisses végétales,900.0,0.5,0.0,99.9,0.0,0.0,0.1,0.2,0.01,0.05,20.0,0.05,0.01,0.3,0.3,20.0,5.0,0.05,0.0,210.0,0.25,22.3,58.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17325,Huile de pavot,matières grasses,huiles et graisses végétales,900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,11.4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17350,Huile de pépins de raisin,matières grasses,huiles et graisses végétales,900.0,0.0,0.0,100.0,0.0,0.0,0.03,0.3,0.02,0.05,20.0,0.05,0.01,0.3,1.1,20.0,5.0,0.05,0.0,5.0,0.25,15.7,189.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17390,Huile de son de riz,matières grasses,huiles et graisses végétales,900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,0.07,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,32.3,24.7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17400,Huile de sésame,matières grasses,huiles et graisses végétales,900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.1,13.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17420,Huile de soja,matières grasses,huiles et graisses végétales,900.0,0.0,0.0,100.0,0.0,0.0,0.0,2.57,0.0039,0.041,0.8,1.52,0.013,0.0,1.85,10.0,1.11,0.11,0.0,0.0,0.0,6.1,362.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17440,Huile de tournesol,matières grasses,huiles et graisses végétales,901.0,0.5,0.0,100.0,0.0,0.0,0.03,0.2,0.01,0.05,20.0,0.05,0.01,0.3,0.3,20.0,10.0,0.05,0.0,5.0,0.25,57.3,0.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17700,Huile combinée (mélange d'huiles),matières grasses,huiles et graisses végétales,896.0,0.0,0.0,99.5,0.0,0.0,0.0,2.57,0.0028,0.013,0.0,0.58,0.0015,0.0,0.81,10.0,2.42,0.03,0.0,0.0,0.0,63.9,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17701,"Huile combinée, mélange d'huile d'olive et de graines",matières grasses,huiles et graisses végétales,900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,32.3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17900,Huile d'argan ou d'argane,matières grasses,huiles et graisses végétales,889.0,0.0,0.0,98.7,0.0,0.0,,,,,,,,,,,,,,,,3.6,,,,,,,,,,
16614,"Matière grasse végétale (type margarine) à 80% MG, salée",matières grasses,margarines,722.0,0.5,0.5,80.0,0.0,0.5,,,,,,,,,,,710.0,,,,10.0,,,,,,,,,,,
16615,"Matière grasse végétale ou margarine, 80% MG, doux",matières grasses,margarines,726.0,0.39,0.3,80.4,0.0,0.3,16.3,11.1,0.0063,0.098,1.5,4.19,0.0043,10.8,32.5,2.2,174.0,0.04,780.0,20.0,0.0,8.5,0.0,,0.0,0.01,0.025,0.013,0.084,0.003,1.5,0.1
16616,"Matière grasse végétale (type margarine) à 70% MG, doux",matières grasses,margarines,631.0,0.13,0.24,70.0,0.0,0.24,26.5,6.9,1.0,1.0,10.0,2.0,1.0,5.2,13.5,3.0,265.0,1.0,2.2,436.0,,25.0,,,2.4,0.05,0.05,0.05,0.05,0.05,5.0,0.2
16654,"Matière grasse végétale (type margarine) à 60% de MG, allégée, au tournesol, doux",matières grasses,margarines,548.0,0.5,0.55,60.6,0.0,0.2,39.0,3.3,0.01,0.05,20.0,0.85,0.01,4.9,19.0,20.0,146.0,0.05,,528.0,0.25,21.4,16.2,,,0.015,0.01,0.1,0.015,0.039,0.5,
16719,"Matière grasse végétale (type margarine), teneur en matière grasse inconue, doux (aliment moyen)",matières grasses,margarines,608.0,0.16,0.24,67.4,0.0,0.24,29.9,8.46,0.5,0.5,5.0,1.01,0.5,7.28,15.9,3.32,240.0,0.5,13.4,455.0,,23.4,,,2.01,0.027,0.025,0.025,0.025,0.025,2.5,0.094
16725,"Matière grasse végétale (type margarine), teneur réduite en matière grasse inconnue, doux (aliment moyen)",matières grasses,margarines,532.0,0.28,0.24,58.9,0.0,0.22,40.8,13.6,0.5,0.5,5.0,1.03,0.5,14.0,23.7,9.23,160.0,0.5,49.7,516.0,6.52,18.4,,,0.74,0.031,0.025,0.025,0.026,0.025,2.5,0.074
16733,"Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux",matières grasses,margarines,366.0,1.44,3.0,38.6,0.0,1.91,55.8,20.8,1.0,1.0,10.0,2.5,1.0,16.0,76.8,3.0,212.0,1.0,566.0,438.0,7.5,9.1,,,1.0,0.33,0.05,0.05,0.05,0.05,5.0,0.1
16734,"Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, demi-sel",matières grasses,margarines,358.0,0.9,3.05,38.0,0.0,1.5,51.6,54.3,1.0,1.0,10.0,6.1,1.0,46.0,117.0,3.6,650.0,1.0,650.0,457.0,,12.8,,,2.2,0.11,0.1,0.05,0.11,0.1,5.0,0.2
16736,"Matière grasse végétale (type margarine), à tartiner, à 30-40% MG, légère, doux, riche en oméga 3",matières grasses,margarines,349.0,0.0,0.0,38.8,0.0,0.0,58.2,7.9,1.0,1.0,10.0,2.0,1.0,8.9,34.2,3.0,120.0,1.0,508.0,438.0,,29.0,,,1.0,0.05,0.05,0.05,0.05,0.05,5.0,0.1
16737,"Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux, riche en oméga 3",matières grasses,margarines,521.0,0.15,0.18,57.8,,0.18,40.4,4.3,1.0,1.0,10.0,2.0,1.0,3.7,13.1,3.0,147.0,1.0,2.0,547.0,7.5,23.2,,,1.0,0.05,0.05,0.05,0.05,0.05,5.0,0.1
16738,"Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel",matières grasses,margarines,523.0,0.2,0.2,58.0,0.0,0.2,36.9,13.9,1.0,1.0,10.0,2.0,1.0,18.0,35.0,8.4,500.0,1.0,45.0,507.0,7.5,15.4,,,1.0,0.1,0.05,0.05,0.26,0.05,5.0,0.1
16739,"Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux, aux esters de stérol végétal",matières grasses,margarines,548.0,0.5,0.0,60.8,0.0,,39.4,6.9,0.01,0.05,20.0,0.94,0.01,5.7,12.0,20.0,127.0,0.05,130.0,592.0,1.27,29.8,,,0.5,0.42,0.01,0.1,0.045,0.01,6.07,0.01
16740,"Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel, riche en oméga 3",matières grasses,margarines,491.0,0.083,0.12,54.5,0.0,0.12,44.2,,,,,,,,,,550.0,,,,,17.0,,,,,,,,,,
16741,"Matière grasse végétale (type margarine) à 50-63% MG, allégée, doux",matières grasses,margarines,536.0,0.5,0.18,59.3,0.0,0.18,40.5,13.4,1.0,1.0,10.0,2.0,1.0,14.0,22.5,9.4,159.0,1.0,38.5,518.0,6.5,18.6,,,0.75,0.05,0.05,0.05,0.05,0.05,5.0,0.15
16742,"Matière grasse végétale (type margarine) à 30-40% MG, légère, demi-sel, aux esters de stérol végétal",matières grasses,margarines,325.0,0.1,2.5,35.0,0.0,0.1,,,,,,,,,,,490.0,,,,7.5,,,,,,,,,,,
16743,Matière grasse mélangée (végétale et laitière) à 50-63% MG,matières grasses,margarines,490.0,0.4,0.6,54.0,0.0,0.6,44.5,16.0,0.01,0.03,20.0,2.4,0.01,17.0,51.0,20.0,174.0,0.06,128.0,880.0,,2.96,16.5,,0.5,0.01,0.02,0.1,0.078,0.024,6.84,0.04
16744,"Matière grasse mélangée (végétale et laitière) à 50-63% MG, demi-sel",matières grasses,margarines,481.0,0.4,0.6,53.0,0.0,0.6,,,,,,,,,,,600.0,,,,,8.0,,,,,,,,,,
16745,"Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG",matières grasses,margarines,397.0,1.69,5.6,40.9,0.0,2.3,54.0,51.0,0.01,0.04,20.0,5.0,0.01,42.0,120.0,20.0,217.0,0.19,21.0,422.0,,5.13,8.4,,0.5,0.017,0.095,0.1,0.24,0.035,5.0,0.14
16746,"Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG, demi-sel",matières grasses,margarines,370.0,1.5,5.6,38.0,0.0,2.5,,,,,,,,,,,700.0,,,,,5.0,,,,,,,,,,
17630,Huile de foie de morue,matières grasses,huiles de poissons,900.0,0.0,0.0,100.0,0.0,0.0,0.0,1.15,0.007,0.074,400.0,0.08,0.002,0.0,0.0,0.005,0.02,0.06,30000.0,,250.0,30.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17640,Huile de sardine,matières grasses,huiles de poissons,900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,8.3,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17645,Huile de saumon,matières grasses,huiles de poissons,900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17650,Huile de hareng,matières grasses,huiles de poissons,900.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16520,Saindoux,matières grasses,autres matières grasses,896.0,0.0,0.0,99.5,0.0,0.0,1.0,1.0,0.02,0.08,1.8,1.0,0.014,3.0,1.0,6.9,2.0,0.11,9.0,0.0,2.5,0.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
16530,"Lard gras, cru",matières grasses,autres matières grasses,810.0,2.92,0.0,88.7,0.0,0.0,7.69,2.0,0.018,0.18,0.5,2.0,0.002,38.0,65.0,,11.0,0.37,5.0,0.0,3.1,0.0,0.0,,,0.084,0.051,0.99,0.12,0.04,1.0,0.18
16540,Graisse de poulet,matières grasses,autres matières grasses,898.0,0.0,0.0,99.8,0.0,0.0,0.2,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,4.8,2.7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16550,Graisse de canard,matières grasses,autres matières grasses,898.0,0.0,0.0,99.8,0.0,0.0,0.2,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,4.8,2.7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16560,Graisse d'oie,matières grasses,autres matières grasses,898.0,0.0,0.0,99.8,0.0,0.0,0.2,0.0,,0.0,2.0,0.0,,0.0,0.0,,0.0,0.0,144.0,0.0,0.0,2.7,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16570,Graisse de dinde,matières grasses,autres matières grasses,898.0,0.0,0.0,99.8,0.0,0.0,0.2,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,4.8,2.9,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17999,Huile de paraffine,matières grasses,autres matières grasses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,,,,
11184,Sauce (aliment moyen),aides culinaires et ingrédients divers,sauces,,1.3,6.04,25.7,0.87,4.57,63.0,26.8,0.036,0.42,12.8,12.8,0.078,26.5,162.0,14.7,853.0,0.17,12.4,227.0,0.87,7.26,21.4,,3.55,0.044,0.042,0.5,0.17,0.051,11.1,0.15
11008,"Ketchup, préemballé",aides culinaires et ingrédients divers,sauces,99.0,1.27,21.4,0.19,1.15,20.8,71.1,21.4,0.079,0.77,2.0,21.2,0.1,33.0,485.0,10.0,1030.0,0.12,0.0,560.0,0.0,1.48,2.8,,9.52,0.026,0.091,1.01,0.15,0.14,7.5,0.0
11051,"Sauce tartare, préemballée",aides culinaires et ingrédients divers,sauces,,0.99,4.6,55.0,0.47,3.11,37.1,15.0,0.02,0.32,20.0,3.9,0.04,25.0,54.0,20.0,799.0,0.16,,23.3,0.25,13.3,154.0,,0.5,0.019,0.015,0.1,0.22,0.022,5.23,0.31
11054,"Mayonnaise (70% MG min.), préemballée",aides culinaires et ingrédients divers,sauces,,1.36,2.62,75.2,0.32,1.03,18.1,17.6,0.023,0.34,30.0,6.42,0.024,23.0,28.1,10.0,552.0,0.13,8.5,80.0,0.5,20.3,75.0,,0.5,0.04,0.04,0.14,0.23,0.031,16.0,0.39
11073,"Ketchup allégé en sucres, préemballé",aides culinaires et ingrédients divers,sauces,,1.21,14.6,0.11,1.29,9.83,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,
11079,"Mayonnaise à teneur réduite en matière grasse ou Mayonnaise allégée, préemballée",aides culinaires et ingrédients divers,sauces,,0.93,8.98,29.9,0.23,4.91,60.1,47.4,0.1,0.4,5.4,17.7,0.1,26.3,70.0,5.0,936.0,0.12,62.0,2.03,0.5,8.0,0.0,,3.75,0.04,0.032,0.08,0.21,0.04,21.2,0.14
11100,"Sauce barbecue, préemballée",aides culinaires et ingrédients divers,sauces,136.0,0.56,30.3,0.6,1.2,27.5,63.4,46.0,0.04,0.93,20.0,12.0,0.16,15.0,220.0,20.0,706.0,0.1,0.0,87.1,0.25,1.17,1.62,,0.5,0.015,0.01,0.53,0.096,0.043,9.28,0.0
11104,"Sauce soja, préemballée",aides culinaires et ingrédients divers,sauces,45.5,7.08,3.64,0.1,0.86,1.32,68.9,27.3,0.044,1.72,1.0,83.7,0.46,128.0,547.0,10.0,7440.0,0.4,0.0,0.0,0.0,0.0,0.0,,0.0,0.046,0.16,3.08,0.34,0.17,16.0,0.0
11108,"Sauce vinaigrette à l'huile d'olive (50 à 75% d'huile), préemballée",aides culinaires et ingrédients divers,sauces,,0.53,4.54,52.8,0.32,3.66,35.1,7.63,0.014,,1.0,0.11,0.0067,,,3.35,953.0,0.018,,,,,,,,,,,,,,
11109,"Sauce vinaigrette allégée en MG (25 à 50% d'huile), préemballée",aides culinaires et ingrédients divers,sauces,,0.5,2.39,26.4,0.5,1.73,67.3,21.0,0.01,0.18,20.0,6.3,0.05,15.0,32.0,50.0,761.0,0.08,21.0,185.0,1.8,7.46,0.0,,0.5,0.026,0.01,0.21,0.13,0.01,9.98,0.15
11110,"Sauce vinaigrette (50 à 75% d'huile), préemballée",aides culinaires et ingrédients divers,sauces,,0.54,4.56,52.4,0.34,2.9,40.4,20.0,0.02,0.64,20.0,12.0,0.14,33.0,110.0,50.0,1010.0,0.18,21.0,30.0,0.0,12.9,98.8,,0.5,0.12,0.01,0.4,0.046,0.049,6.58,0.037
11112,"Harissa (sauce condimentaire), préemballée",aides culinaires et ingrédients divers,sauces,,2.72,7.3,2.9,5.1,,77.9,78.1,1.0,3.1,43.5,47.2,1.0,63.0,710.0,5.0,1120.0,1.0,,4000.0,,6.1,,,31.9,0.05,0.21,0.05,0.52,0.26,28.0,
11120,"Sauce bourguignonne, préemballée",aides culinaires et ingrédients divers,sauces,,1.25,7.85,43.9,0.52,5.23,46.3,15.0,0.05,0.7,20.0,8.8,0.07,35.0,210.0,20.0,1080.0,0.27,21.0,1710.0,0.25,10.1,68.8,,0.5,0.025,0.03,2.77,0.26,0.035,17.4,0.2
11157,"Sauce moutarde, préemballée",aides culinaires et ingrédients divers,sauces,,1.66,3.3,22.8,2.0,0.92,65.4,34.3,0.1,0.5,4.0,12.5,0.1,36.0,68.7,1.6,940.0,0.3,44.0,29.0,0.5,7.4,,,0.5,0.056,0.05,0.26,0.16,0.052,20.0,0.08
11166,Sauce au yaourt,aides culinaires et ingrédients divers,sauces,,3.64,5.04,6.91,0.8,4.37,80.1,141.0,0.047,0.78,14.3,21.3,0.13,92.5,230.0,2.67,510.0,0.5,7.61,,0.075,0.74,,,8.02,0.049,0.18,0.26,0.35,0.1,20.0,0.16
11167,"Sauce américaine, préemballée",aides culinaires et ingrédients divers,sauces,,1.42,9.48,41.8,0.2,5.1,45.7,,,,,,,,,,1180.0,,,,,,,,,,,,,,,
11168,"Sauce aïoli, préemballée",aides culinaires et ingrédients divers,sauces,,1.13,4.7,41.0,0.42,3.14,,,,,,,,,,,736.0,,,,,,,,,,,,,,,
11187,"Sauce crudités ou Sauce salade, préemballée",aides culinaires et ingrédients divers,sauces,,0.86,5.3,30.9,0.35,4.06,61.8,28.0,0.01,0.19,20.0,5.1,0.03,23.0,56.0,20.0,949.0,0.12,21.0,12.3,0.25,7.05,99.8,,0.5,0.022,0.012,0.1,0.16,0.13,5.0,
11194,"Sauce Nuoc Mâm ou Sauce au poisson, préemballée",aides culinaires et ingrédients divers,sauces,81.2,9.3,10.9,0.0,0.2,8.34,,,,,,,,,,,8860.0,,,,,,,,,,,,,,,
11196,"Sauce burger, préemballée",aides culinaires et ingrédients divers,sauces,,1.06,13.3,33.8,0.48,10.3,,19.0,,,,,,30.0,29.6,,847.0,,,,,1.5,,,,0.021,0.13,,,0.053,,
11198,"Sauce crudités ou Sauce salade, allégée en matière grasse, préemballée",aides culinaires et ingrédients divers,sauces,,0.76,7.26,14.3,0.5,5.1,71.4,9.5,,0.5,0.7,3.2,0.34,10.1,13.8,0.5,1010.0,0.34,0.088,0.21,0.1,7.39,,,1.22,0.1,0.1,,0.1,0.1,,
11203,"Sauce kebab, préemballée",aides culinaires et ingrédients divers,sauces,,1.1,9.15,27.6,0.1,4.6,61.2,,,,,,,,,,600.0,,,,,,,,,,,,,,,
11205,"Sauce rouille, préemballée",aides culinaires et ingrédients divers,sauces,,1.1,1.0,41.4,0.0,,,,,,,,,,,,470.0,,,,,,,,,,,,,,,
11212,"Sauce au poivre, condimentaire, froide, préemballée",aides culinaires et ingrédients divers,sauces,,0.69,5.8,49.3,0.5,5.19,40.8,,,,,,,,,,924.0,,,,,,,,,,,,,,,
11213,Sauce froide (aliment moyen),aides culinaires et ingrédients divers,sauces,,0.86,5.73,31.6,0.61,4.81,57.5,21.5,0.026,0.39,12.3,11.0,0.074,23.2,119.0,17.5,978.0,0.12,8.8,227.0,1.05,8.84,22.5,,2.83,0.031,0.029,0.4,0.15,0.041,9.45,0.16
11215,Caviar de tomates,aides culinaires et ingrédients divers,sauces,218.0,2.19,6.8,19.2,3.5,6.5,64.3,61.0,0.18,1.0,20.0,24.0,0.19,42.0,470.0,20.0,835.0,0.29,,2180.0,0.25,11.4,21.1,,0.5,0.048,0.01,1.04,0.17,0.063,26.7,
11216,"Sauce soja sucrée, préemballée",aides culinaires et ingrédients divers,sauces,,2.88,,0.5,,39.5,42.1,18.0,0.01,0.62,20.0,17.0,0.35,39.0,410.0,20.0,2760.0,0.41,,5.0,0.25,0.08,0.8,,,0.015,0.01,1.18,0.07,0.039,11.5,
11217,"Sauce pour nems à base de nuoc-mam dilué, préemballée",aides culinaires et ingrédients divers,sauces,135.0,1.38,31.2,0.5,0.25,30.9,62.4,6.5,0.01,0.1,20.0,29.0,0.01,3.4,53.0,20.0,1710.0,0.05,,5.0,0.25,0.08,0.8,,,0.015,0.013,6.38,0.065,0.01,5.0,
11219,"Sauce végétale type bolognaise, préemballée",aides culinaires et ingrédients divers,sauces,68.0,3.56,5.05,3.0,2.46,5.05,83.7,27.0,0.21,0.91,20.0,25.0,0.23,52.0,400.0,20.0,309.0,0.36,,457.0,0.25,2.32,7.35,,1.1,0.027,0.014,0.88,0.16,0.076,18.8,
11301,"Sauce teriyaki, préemballée",aides culinaires et ingrédients divers,sauces,,3.82,16.0,1.06,0.1,13.2,67.7,25.0,0.1,1.7,,61.0,0.0,154.0,225.0,,3830.0,0.1,0.0,0.0,0.0,0.0,0.0,,0.0,0.03,0.07,1.27,0.2,0.1,8.0,0.0
19863,"Tzatziki, à base yaourt, préemballé",aides culinaires et ingrédients divers,sauces,,6.19,3.8,10.9,,2.7,77.8,88.0,0.01,0.09,20.0,8.8,0.04,100.0,150.0,20.0,351.0,0.32,10.0,69.9,0.03,2.45,21.4,,0.51,0.045,0.19,1.54,0.24,0.048,14.8,0.59
19864,"Tzatziki, à base fromage frais, préemballé",aides culinaires et ingrédients divers,sauces,,6.87,3.28,11.1,1.15,2.35,79.1,,,,,,,,,,310.0,,,,,,,,,,,,,,,
25620,"Guacamole, préemballé",aides culinaires et ingrédients divers,sauces,,2.18,5.85,16.5,5.65,2.65,70.7,18.0,0.2,0.6,20.0,26.7,0.2,27.0,440.0,5.0,543.0,0.4,2.0,100.0,0.5,2.4,,,359.0,0.094,0.089,1.45,0.88,0.36,60.3,
25621,"Houmous, préemballé",aides culinaires et ingrédients divers,sauces,,8.2,7.1,23.9,5.98,1.38,51.8,,,,,,,,,,472.0,,,,,,,,,,,,,,,
25624,"Caviar d'aubergine, préemballé",aides culinaires et ingrédients divers,sauces,,0.71,4.3,21.0,2.93,1.85,60.5,,,,,,,,,,562.0,,,,,,,,,,,,,,,
11101,"Sauce béchamel, préemballée",aides culinaires et ingrédients divers,sauces,,2.56,6.2,7.4,1.3,3.1,81.3,82.3,0.018,0.1,25.0,7.52,0.016,33.0,126.0,4.18,274.0,0.27,64.0,20.0,0.5,0.17,,,0.5,0.04,0.12,0.27,0.27,0.045,16.0,0.17
11102,"Sauce béarnaise, préemballée",aides culinaires et ingrédients divers,sauces,,0.88,4.52,47.7,0.48,2.3,43.6,15.0,0.01,0.27,20.0,2.5,0.04,23.0,39.0,20.0,778.0,0.17,21.0,370.0,0.25,10.9,89.4,,0.5,0.015,0.018,0.1,0.22,0.014,11.5,0.18
11105,"Sauce hollandaise, préemballée",aides culinaires et ingrédients divers,sauces,,1.19,4.58,19.8,0.5,0.7,72.5,17.0,0.01,0.2,20.0,2.6,0.02,34.0,62.0,20.0,476.0,0.18,76.7,200.0,0.25,5.56,2.3,,9.1,0.015,0.054,0.1,0.26,0.019,10.7,0.15
11107,"Sauce tomate aux oignons, préemballée",aides culinaires et ingrédients divers,sauces,,1.52,7.69,4.18,2.17,5.44,84.7,24.4,0.098,0.58,18.2,24.7,0.1,26.0,553.0,10.0,467.0,0.17,0.0,259.0,0.0,1.44,2.8,,5.45,0.027,0.093,0.86,0.31,0.079,9.0,0.0
11111,"Sauce armoricaine, préemballée",aides culinaires et ingrédients divers,sauces,,2.1,3.95,6.6,,0.73,86.2,,,,,,,,58.9,,530.0,,,,,,,,,,,,,,,
11114,"Sauce tomate à la viande ou Sauce bolognaise, préemballée",aides culinaires et ingrédients divers,sauces,,4.22,7.27,4.81,2.29,4.74,82.4,22.9,0.097,0.87,8.0,29.9,0.11,40.0,426.0,10.0,469.0,0.82,2.0,415.0,0.5,1.88,,,7.55,0.25,0.057,1.65,0.16,0.19,39.0,0.31
11115,"Sauce au poivre vert, préemballée",aides culinaires et ingrédients divers,sauces,,1.3,5.3,6.1,1.3,1.3,,,,,,,,,,,317.0,,,,,,,,,,,,,,,
11121,"Sauce madère, préemballée",aides culinaires et ingrédients divers,sauces,,0.6,3.6,2.2,0.5,1.9,,,,,,,,,160.0,,440.0,,,,,,,,,,,,,,,
11122,"Sauce à l'échalote à la crème, préemballée",aides culinaires et ingrédients divers,sauces,,1.7,11.9,5.53,0.9,2.27,,,,,,,,,,,647.0,,,,,,,,,,,,,,,
11128,"Sauce carbonara, préemballée",aides culinaires et ingrédients divers,sauces,,5.17,4.7,12.8,2.65,1.0,,,,,,,,,,,590.0,,,,,,,,,,,,,,,
11129,"Sauce chasseur, préemballée",aides culinaires et ingrédients divers,sauces,,1.21,4.66,1.61,0.43,,91.0,4.6,,0.17,,3.91,,,78.2,,410.0,,,,,,,,,,,,,,,
11132,"Sauce au curry, préemballée",aides culinaires et ingrédients divers,sauces,77.4,1.02,10.6,3.16,1.28,5.83,81.1,22.4,0.2,0.5,10.0,11.9,0.2,11.1,139.0,5.0,447.0,0.2,10.0,,3.35,2.8,,,1.05,0.08,,0.3,0.16,0.14,22.9,0.14
11140,"Sauce au beurre blanc, préemballée",aides culinaires et ingrédients divers,sauces,,1.13,3.4,21.4,0.5,1.35,72.4,,,,,,,,,,463.0,,,,,,,,,,,,,,,
11143,"Sauce béchamel, maison",aides culinaires et ingrédients divers,sauces,,3.84,8.97,10.6,0.2,4.38,74.9,118.0,0.016,0.33,,14.0,0.043,98.0,156.0,,354.0,0.41,103.0,21.0,1.2,0.29,0.9,,0.8,0.069,0.19,0.4,0.33,0.04,5.0,0.28
11158,"Sauce au beurre, préemballée",aides culinaires et ingrédients divers,sauces,,2.2,5.2,17.9,1.0,1.0,75.3,26.3,0.1,0.25,2.0,4.3,0.1,24.0,55.8,,543.0,0.1,117.0,,3.2,0.47,,,0.5,0.073,0.04,0.16,0.16,0.044,22.0,0.08
11159,Sauce à la crème,aides culinaires et ingrédients divers,sauces,,1.08,5.9,5.55,0.17,0.73,86.2,20.5,0.018,0.29,9.06,5.2,0.039,22.5,37.2,0.26,551.0,0.12,27.6,12.0,0.012,0.56,,,0.042,0.011,0.07,0.25,0.052,0.016,4.6,0.036
11160,"Sauce aux champignons, préemballée",aides culinaires et ingrédients divers,sauces,,3.2,6.3,6.26,2.25,2.2,83.8,17.3,0.1,0.7,9.0,6.8,0.1,38.4,90.0,,360.0,0.26,30.0,,0.94,0.59,,,0.5,0.27,0.06,1.3,0.2,0.033,28.0,0.08
11161,Sauce à la crème aux épices,aides culinaires et ingrédients divers,sauces,,1.16,6.2,5.75,0.65,0.95,84.7,26.6,0.027,0.71,10.8,8.1,0.17,25.6,56.5,0.37,517.0,0.14,28.8,14.5,0.015,0.56,,,0.5,0.013,0.071,0.29,0.05,0.025,4.8,0.035
11162,Sauce à la crème aux herbes,aides culinaires et ingrédients divers,sauces,,1.09,5.5,5.49,0.4,0.74,86.0,27.0,0.026,0.59,11.1,6.0,0.069,23.8,48.5,0.27,555.0,0.14,26.7,79.5,0.01,0.58,,,2.2,0.014,0.073,0.28,0.055,0.025,6.95,0.035
11163,"Sauce aigre douce, préemballée",aides culinaires et ingrédients divers,sauces,,0.55,20.1,0.2,0.97,15.9,78.0,13.0,0.14,0.6,1.9,12.0,0.12,15.0,48.0,0.4,406.0,0.11,0.0,0.0,0.0,1.29,,,6.0,0.03,0.03,0.53,0.11,0.07,11.0,0.0
11164,Sauce au vin rouge,aides culinaires et ingrédients divers,sauces,,0.81,7.0,2.22,0.46,2.47,87.6,13.1,0.12,0.56,9.27,9.99,0.11,19.3,90.0,0.15,678.0,0.11,14.1,134.0,0.028,0.46,,,2.5,0.022,0.073,0.54,0.088,0.048,9.62,0.024
11170,"Sauce basquaise ou Sauce aux poivrons, préemballée",aides culinaires et ingrédients divers,sauces,63.1,1.17,7.41,2.71,2.09,4.46,,,,,,,,,,,460.0,,,,,,,,,,,,,,,
